카메라고유번호,역사명,역사아이디,카메라명,카메라아이피,NVR RTSP주소,Port,UUID,채널번호,ID,PW,TYPE,용도
106029,신기,106,G-4,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114993/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114993,2,admin,asdQWE12!@,,
106030,신기,106,환승통로-1,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114994/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114994,2,admin,asdQWE12!@,,
106031,신기,106,환승통로-2,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114995/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114995,2,admin,asdQWE12!@,,
106032,신기,106,비상탈출통로-1(101역 0K960Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114996/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114996,2,admin,asdQWE12!@,,
106033,신기,106,"비상탈출통로-2(101역 0K960Km)""",7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114997/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114997,2,admin,asdQWE12!@,,
106034,신기,106,"비상탈출통로-3(102역 1K690Km)""",7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114998/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114998,2,admin,asdQWE12!@,,
106035,신기,106,비상계단-대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2114999/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2114999,2,admin,asdQWE12!@,,
106036,신기,106,비상계단-승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115000/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115000,2,admin,asdQWE12!@,,
106037,신기,106,비상계단-중간,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115001/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115001,2,admin,asdQWE12!@,,
106038,신기,106,변전실-1,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115002/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115002,2,admin,asdQWE12!@,,
106039,신기,106,변전실-2,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115003/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115003,2,admin,asdQWE12!@,,
106040,신기,106,변전실-3,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115004/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115004,2,admin,asdQWE12!@,,
106041,신기,106,변전실-4,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115005/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115005,2,admin,asdQWE12!@,,
106042,신기,106,전기실-1,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115006/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115006,2,admin,asdQWE12!@,,
106043,신기,106,전기실-2,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115007/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115007,2,admin,asdQWE12!@,,
106044,신기,106,통신기기실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115008/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115008,2,admin,asdQWE12!@,,
106045,신기,106,신호기기실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115009/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115009,2,admin,asdQWE12!@,,
106046,신기,106,발매기,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115010/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115010,2,admin,asdQWE12!@,,
106047,신기,106,발매기실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115011/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115011,2,admin,asdQWE12!@,,
106048,신기,106,화장실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115012/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115012,2,admin,asdQWE12!@,,
106049,신기,106,여자 화장실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115013/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115013,2,admin,asdQWE12!@,,
106050,신기,106,장애인 화장실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115014/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115014,2,admin,asdQWE12!@,,
106051,신기,106,수유실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115015/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115015,2,admin,asdQWE12!@,,
106052,신기,106,이용객쉼터,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115016/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115016,2,admin,asdQWE12!@,,
106053,신기,106,비상안내 카메라-1(101역 0K50Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115017/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115017,2,admin,asdQWE12!@,,
106054,신기,106,비상안내 카메라-2(101역 0K360Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115018/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115018,2,admin,asdQWE12!@,,
106055,신기,106,비상안내 카메라-3(101역 0K600Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115019/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115019,2,admin,asdQWE12!@,,
106056,신기,106,비상안내 카메라-4,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115020/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115020,2,admin,asdQWE12!@,,
106057,신기,106,비상안내 카메라-5(101역 1K384Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115021/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115021,2,admin,asdQWE12!@,,
106058,신기,106,비상안내 카메라-6,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115022/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115022,2,admin,asdQWE12!@,,
106059,신기,106,비상안내 카메라-7(102역 2K274Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115023/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115023,2,admin,asdQWE12!@,,
106060,신기,106,비상안내 카메라-8(103역 5K485Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115024/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115024,2,admin,asdQWE12!@,,
106061,신기,106,비상안내 카메라-9(103역 5K885Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115025/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115025,2,admin,asdQWE12!@,,
106062,신기,106,비상안내 카메라-10(103역 6K313Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115026/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115026,2,admin,asdQWE12!@,,
106063,신기,106,비상안내 카메라-11(차량기지 6K465Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115027/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115027,2,admin,asdQWE12!@,,
106064,신기,106,E/L-1 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115028/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115028,2,admin,asdQWE12!@,,
106065,신기,106,E/L-1 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115029/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115029,2,admin,asdQWE12!@,,
106066,신기,106,E/L-1 대합실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115030/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115030,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106067,신기,106,E/L-1 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115031/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115031,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106068,신기,106,E/L-2 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115032/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115032,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106069,신기,106,E/L-2 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115033/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115033,2,admin,asdQWE12!@,,
106070,신기,106,E/L-2 대합실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115034/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115034,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106071,신기,106,E/L-3 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115035/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115035,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106072,신기,106,E/L-3 환승,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115036/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115036,2,admin,asdQWE12!@,,
106073,신기,106,E/L-3 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115037/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115037,2,admin,asdQWE12!@,,
106074,신기,106,E/L-3 대합실,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115038/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115038,2,admin,asdQWE12!@,"WC,ST","엘리베이터 교통약자(휠체어, 유모차) 이용 감시"
106075,신기,106,E/L-3 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115039/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115039,2,admin,asdQWE12!@,,
106076,신기,106,E/L-4 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115040/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115040,2,admin,asdQWE12!@,,
106077,신기,106,E/L-4 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115041/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115041,2,admin,asdQWE12!@,,
106078,신기,106,E/S-1 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115042/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115042,2,admin,asdQWE12!@,,
106079,신기,106,E/S-1 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115043/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115043,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106080,신기,106,E/S-1 환승,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115044/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115044,2,admin,asdQWE12!@,,
106081,신기,106,E/S-1 중간,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115045/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115045,2,admin,asdQWE12!@,,
106082,신기,106,E/S-1 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115046/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115046,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106083,신기,106,E/S-2 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115047/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115047,2,admin,asdQWE12!@,,
106084,신기,106,E/S-2 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115048/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115048,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106085,신기,106,E/S-2 중간,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115049/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115049,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106086,신기,106,E/S-2 승강,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115050/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115050,2,admin,asdQWE12!@,,
106087,신기,106,E/S-2 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115051/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115051,2,admin,asdQWE12!@,,
106088,신기,106,E/S-3 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115052/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115052,2,admin,asdQWE12!@,,
106089,신기,106,E/S-3 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115053/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115053,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106090,신기,106,E/S-3 중간,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115054/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115054,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106091,신기,106,E/S-3 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115055/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115055,2,admin,asdQWE12!@,,
106092,신기,106,E/S-4 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115056/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115056,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106093,신기,106,E/S-4 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115057/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115057,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106094,신기,106,E/S-4 중간,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115058/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115058,2,admin,asdQWE12!@,,
106095,신기,106,E/S-4 승강장,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115059/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115059,2,admin,asdQWE12!@,,
106096,신기,106,E/S-5 지상,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115060/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115060,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106097,신기,106,E/S-5 대합,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115061/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115061,2,admin,asdQWE12!@,"ST,DR","에스컬레이터 유모차탑승, 쓰러짐 감시"
106098,신기,106,선로전환기 카메라-1(101역 0K113Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115062/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115062,2,admin,asdQWE12!@,,
106099,신기,106,선로전환기 카메라-2(101역 1신호장 0K960Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115063/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115063,2,admin,asdQWE12!@,,
106100,신기,106,선로전환기 카메라-3,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115064/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115064,2,admin,asdQWE12!@,,
106101,신기,106,선로전환기 카메라-4,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115065/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115065,2,admin,asdQWE12!@,,
106102,신기,106,선로전환기 카메라-5,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115066/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115066,2,admin,asdQWE12!@,,
106103,신기,106,선로전환기 카메라-6(102역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115067/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115067,2,admin,asdQWE12!@,,
106104,신기,106,선로전환기 카메라-7(102역 상행2),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115068/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115068,2,admin,asdQWE12!@,,
106105,신기,106,선로전환기 카메라-8(102역 하행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115069/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115069,2,admin,asdQWE12!@,,
106106,신기,106,선로전환기 카메라-9(102역 하행2),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115070/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115070,2,admin,asdQWE12!@,,
106107,신기,106,선로전환기 카메라-10(103역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115071/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115071,2,admin,asdQWE12!@,,
106108,신기,106,선로전환기 카메라-11(103역 하행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115072/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115072,2,admin,asdQWE12!@,,
106109,신기,106,선로전환기 카메라-12(103역 2신호장 6K072Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115073/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115073,2,admin,asdQWE12!@,,
106110,신기,106,선로전환기 카메라-13(차량기지 2신호장 6K072Km),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115074/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115074,2,admin,asdQWE12!@,,
106111,신기,106,선로전환기 카메라-14,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115075/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115075,2,admin,asdQWE12!@,,
106112,신기,106,선로전환기 카메라-15,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115076/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115076,2,admin,asdQWE12!@,,
106113,신기,106,선로전환기 카메라-16(104역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115077/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115077,2,admin,asdQWE12!@,,
106114,신기,106,선로전환기 카메라-17(104역 하행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115078/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115078,2,admin,asdQWE12!@,,
106115,신기,106,선로전환기 카메라-18(105역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115079/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115079,2,admin,asdQWE12!@,,
106116,신기,106,선로전환기 카메라-19(105역 상행2),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115080/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115080,2,admin,asdQWE12!@,,
106117,신기,106,선로전환기 카메라-20(105역 하행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115081/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115081,2,admin,asdQWE12!@,,
106118,신기,106,선로전환기 카메라-21(105역 하행2),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115082/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115082,2,admin,asdQWE12!@,,
106119,신기,106,선로전환기 카메라-22(106역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115083/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115083,2,admin,asdQWE12!@,,
106120,신기,106,선로전환기 카메라-23(106역 하행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115084/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115084,2,admin,asdQWE12!@,,
106121,신기,106,선로전환기 카메라-24(107역 상행1),7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115085/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115085,2,admin,asdQWE12!@,,
106122,신기,106,집수정 카메라-1,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115086/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115086,2,admin,asdQWE12!@,,
106123,신기,106,집수정 카메라-2,7.106.3.22,rtsp://admin:asdQWE12!@@7.106.3.22:4515/94d0d42f-9ccc-42aa-9e59-d4ddd2115087/2/media.smp,4515,94d0d42f-9ccc-42aa-9e59-d4ddd2115087,2,admin,asdQWE12!@,,
